Item #,Category,Sub Category,Product Name,Product Link,Small Image Link,Large Image Link,Size,Dimensional Size,Length,Width,Height,Weight,Color,Detail,SKU,Description,KeyFeatures,MSRP,MAP,Price
64-0956 M           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640956.jpg,https://www.foxoutdoor.com/item_images_lg/640956.jpg,M                                                 ,S  M  L  XL  2XL,,,,0.2,Love Air Force / Navy ,,99598029562,WOMEN'S COTTON TEE LOVE AIR FORCE - NAVY M            ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.9
64-0956 S           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640956.jpg,https://www.foxoutdoor.com/item_images_lg/640956.jpg,S                                                 ,S  M  L  XL  2XL,,,,0.2,Love Air Force / Navy ,,99598956202,WOMEN'S COTTON TEE LOVE AIR FORCE - NAVY S            ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.9
64-0956 XL          ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640956.jpg,https://www.foxoutdoor.com/item_images_lg/640956.jpg,XL                                                ,S  M  L  XL  2XL,,,,0.25,Love Air Force / Navy ,,99598049560,WOMEN'S COTTON TEE LOVE AIR FORCE - NAVY XL           ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.9
64-0956 XXL         ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640956.jpg,https://www.foxoutdoor.com/item_images_lg/640956.jpg,2XL                                               ,S  M  L  XL  2XL,,,,0.25,Love Air Force / Navy ,,99598059569,WOMEN'S COTTON TEE LOVE AIR FORCE - NAVY XXL          ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",17.95,14.95,6.9
64-096 L            ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/64096.jpg,https://www.foxoutdoor.com/item_images_lg/64096.jpg,L                                                 ,S  M  L  XL  2XL,,,,0.2,Coca-Cola / Red ,,99598030964,WOMEN'S COTTON TEE COCA COLA - RED L                  ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",12.95,10.95,4.9
64-096 M            ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/64096.jpg,https://www.foxoutdoor.com/item_images_lg/64096.jpg,M                                                 ,S  M  L  XL  2XL,,,,0.2,Coca-Cola / Red ,,99598020965,WOMEN'S COTTON TEE COCA COLA - RED M                  ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",12.95,10.95,4.9
64-096 S            ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/64096.jpg,https://www.foxoutdoor.com/item_images_lg/64096.jpg,S                                                 ,S  M  L  XL  2XL,,,,0.2,Coca-Cola / Red ,,99598010966,WOMEN'S COTTON TEE COCA COLA - RED S                  ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",12.95,10.95,4.9
64-096 XL           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/64096.jpg,https://www.foxoutdoor.com/item_images_lg/64096.jpg,XL                                                ,S  M  L  XL  2XL,,,,0.25,Coca-Cola / Red ,,99598040963,WOMEN'S COTTON TEE COCA COLA - RED XL                 ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",12.95,10.95,4.9
64-096 XXL          ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/64096.jpg,https://www.foxoutdoor.com/item_images_lg/64096.jpg,2XL                                               ,S  M  L  XL  2XL,,,,0.25,Coca-Cola / Red ,,99598050962,WOMEN'S COTTON TEE COCA COLA - RED XXL                ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.9
64-0960 XL          ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640960.jpg,https://www.foxoutdoor.com/item_images_lg/640960.jpg,XL                                                ,S  M  L  XL  2XL,,,,0.25,Infantry Chick / Olive Drab,,99598040604,WOMEN'S COTTON TEE INFANTRY CHICK OD - XL             ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0960 XXL         ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640960.jpg,https://www.foxoutdoor.com/item_images_lg/640960.jpg,2XL                                               ,S  M  L  XL  2XL,,,,0.25,Infantry Chick / Olive Drab,,99598050603,WOMEN'S COTTON TEE INFANTRY CHICK OD - XXL            ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",16.95,13.95,6.75
64-0961 L           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640961.jpg,https://www.foxoutdoor.com/item_images_lg/640961.jpg,L                                                 ,S  M  L  XL  2XL,,,,0.2,Pride / Grey,,99598039615,WOMEN'S COTTON TEE PRIDE GREY - L                     ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0961 M           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640961.jpg,https://www.foxoutdoor.com/item_images_lg/640961.jpg,M                                                 ,S  M  L  XL  2XL,,,,0.2,Pride / Grey,,99598029616,WOMEN'S COTTON TEE PRIDE GREY - M                     ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0961 S           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640961.jpg,https://www.foxoutdoor.com/item_images_lg/640961.jpg,S                                                 ,S  M  L  XL  2XL,,,,0.2,Pride / Grey,,99598019617,WOMEN'S COTTON TEE PRIDE GREY - S                     ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0961 XL          ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640961.jpg,https://www.foxoutdoor.com/item_images_lg/640961.jpg,XL                                                ,S  M  L  XL  2XL,,,,0.25,Pride / Grey,,99598049614,WOMEN'S COTTON TEE PRIDE GREY - XL                    ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0961 XXL         ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640961.jpg,https://www.foxoutdoor.com/item_images_lg/640961.jpg,2XL                                               ,S  M  L  XL  2XL,,,,0.25,Pride / Grey,,99598059613,WOMEN'S COTTON TEE PRIDE GREY - XXL                   ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",16.95,13.95,6.75
64-0962 L           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640962.jpg,https://www.foxoutdoor.com/item_images_lg/640962.jpg,L                                                 ,S  M  L  XL  2XL,,,,0.2,Military Wife / Black,,99598039622,WOMEN'S COTTON TEE MILITARY WIFE BLACK - L            ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0962 M           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640962.jpg,https://www.foxoutdoor.com/item_images_lg/640962.jpg,M                                                 ,S  M  L  XL  2XL,,,,0.2,Military Wife / Black,,99598029623,WOMEN'S COTTON TEE MILITARY WIFE BLACK - M            ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0962 S           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640962.jpg,https://www.foxoutdoor.com/item_images_lg/640962.jpg,S                                                 ,S  M  L  XL  2XL,,,,0.2,Military Wife / Black,,99598019624,WOMEN'S COTTON TEE MILITARY WIFE BLACK - S            ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0962 XL          ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640962.jpg,https://www.foxoutdoor.com/item_images_lg/640962.jpg,XL                                                ,S  M  L  XL  2XL,,,,0.25,Military Wife / Black,,99598049621,WOMEN'S COTTON TEE MILITARY WIFE BLACK - XL           ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.75
64-0962 XXL         ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640962.jpg,https://www.foxoutdoor.com/item_images_lg/640962.jpg,2XL                                               ,S  M  L  XL  2XL,,,,0.25,Military Wife / Black,,99598059620,WOMEN'S COTTON TEE MILITARY WIFE BLACK - XXL          ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",16.95,13.95,6.75
64-0963 L           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640963.jpg,https://www.foxoutdoor.com/item_images_lg/640963.jpg,L                                                 ,S  M  L  XL  2XL,,,,0.2,Sexy Is a Crime / Grey,,99598096335,WOMEN'S COTTON TEE IF SEXY IS A CRIME - GREY L        ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",13.95,11.95,5.5
64-0963 M           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640963.jpg,https://www.foxoutdoor.com/item_images_lg/640963.jpg,M                                                 ,S  M  L  XL  2XL,,,,0.2,Sexy Is a Crime / Grey,,99598096328,WOMEN'S COTTON TEE IF SEXY IS A CRIME - GREY M        ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",13.95,11.95,5.5
64-0963 S           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640963.jpg,https://www.foxoutdoor.com/item_images_lg/640963.jpg,S                                                 ,S  M  L  XL  2XL,,,,0.2,Sexy Is a Crime / Grey,,99598096311,WOMEN'S COTTON TEE IF SEXY IS A CRIME - GREY S        ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",13.95,11.95,5.5
64-0963 XL          ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640963.jpg,https://www.foxoutdoor.com/item_images_lg/640963.jpg,XL                                                ,S  M  L  XL  2XL,,,,0.25,Sexy Is a Crime / Grey,,99598096342,WOMEN'S COTTON TEE IF SEXY IS A CRIME - GREY XL       ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",13.95,11.95,5.5
64-0963 XXL         ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640963.jpg,https://www.foxoutdoor.com/item_images_lg/640963.jpg,2XL                                               ,S  M  L  XL  2XL,,,,0.25,Sexy Is a Crime / Grey,,99598096359,WOMEN'S COTTON TEE IF SEXY IS A CRIME - GREY XXL      ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",16.95,13.95,6.5
64-0964 L           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640964.jpg,https://www.foxoutdoor.com/item_images_lg/640964.jpg,L                                                 ,S  M  L  XL  2XL,,,,0.2,You Are… / Navy,,99598096434,WOMEN'S COTTON TEE YOU ARE THE AMMO - NAVY L          ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.9
64-0964 M           ,Xtreme Endurance,Women's Imprinted Tee Shirts,Women's Cotton Tee's,https://www.foxoutdoor.com/ItemDetails2015.aspx?cid=5&ccid=121&cscid=348,https://www.foxoutdoor.com/item_images_sm/640964.jpg,https://www.foxoutdoor.com/item_images_lg/640964.jpg,M                                                 ,S  M  L  XL  2XL,,,,0.2,You Are… / Navy,,99598096427,WOMEN'S COTTON TEE YOU ARE THE AMMO - NAVY M          ," 1x1 baby-ribbed tee. 100% pre-shrunk combed cotton. Contoured styling/hugging fit. Fruit-of the-Loom®""Best""or equivalent. ½"" binding on neck and¾""binding on fitted sleeves. ¾"" hemmed bottom. ¾” binding on fitted sleeves",14.95,11.95,5.9
